doc_idx	trm_idx	tf_ct
1193	1891	1
1193	1897	1
1193	1941	1
1193	1987	1
1193	2018	2
1193	2020	1
1193	2046	1
1193	2047	1
1193	2049	1
1193	2139	1
1193	2144	1
1193	2168	1
1193	2170	1
1193	2171	1
1193	2279	2
1193	2285	1
1193	2315	1
1193	2375	1
1193	2397	1
1193	2440	1
1193	2468	1
1193	2496	1
1193	2547	1
1193	2556	1
1193	2575	2
1193	2577	2
1193	2599	1
1193	2728	1
1193	2753	1
1193	2766	1
1193	2839	1
1193	2841	2
1193	2881	1
1193	2936	1
1193	2949	1
1193	3038	1
1193	3050	1
1193	3109	1
1193	3141	1
1193	3225	1
1193	3250	1
1193	3289	1
1193	3290	1
1193	3382	1
1193	3385	5
1193	3399	1
1193	3490	1
1193	3496	1
1193	3524	2
1193	3531	1
1193	3541	1
1193	3595	2
1193	3596	5
1193	3646	1
1193	3665	1
1193	3667	1
1193	3683	1
1193	3698	1
1193	3715	1
1193	3760	1
1193	3765	1
1193	3893	1
1193	3896	1
1193	3918	1
1193	3933	11
1193	4015	2
1193	4028	1
1193	4046	1
1193	4065	1
1193	4118	4
1193	4156	1
1193	4175	6
1193	4176	3
1193	4310	1
1193	4346	1
1193	4347	1
1193	4352	1
1193	4385	1
1193	4418	1
1193	4544	3
1193	4621	1
1193	4676	1
1193	4680	1
1193	4693	1
1193	4718	1
1193	4719	1
1193	4729	1
1193	4732	2
1193	4752	1
1193	4761	1
1193	4765	1
1193	4868	1
1193	4907	1
1193	4927	2
1193	4975	1
1193	4976	1
1193	4990	1
1193	5034	1
1193	5072	1
1193	5109	1
1193	5112	1
1193	5244	1
1193	5292	2
1193	5339	1
1193	5353	1
1193	5376	6
1193	5379	1
1193	5415	1
1193	5457	1
1193	5460	4
1193	5504	1
1193	5541	1
1193	5633	2
1193	5660	1
1193	5661	1
1193	5662	1
1193	5725	1
1193	5726	7
1193	5742	7
1193	5746	3
1193	5747	5
1193	5772	1
1193	5862	2
1193	6041	1
1193	6050	1
1193	6137	1
1193	6176	1
1193	6190	1
1193	6248	1
1193	6249	1
1193	6286	2
1193	6305	1
1193	6388	1
1193	6441	1
1193	6463	2
1193	6484	1
1193	6543	1
1193	6550	2
1193	6594	1
1193	6707	4
1193	6744	1
1193	6831	1
1193	6862	1
1193	7025	1
1193	7042	1
1193	7059	1
1193	7109	1
1193	7110	1
1193	7115	1
1193	7136	1
1193	7194	3
1193	7196	1
1193	7205	1
1193	7217	1
1193	7310	1
1193	7394	1
1193	7397	5
1193	7443	1
1193	7607	2
1193	7650	2
1193	7652	1
1193	7658	1
1193	7685	1
1193	7697	1
1193	7700	1
1193	7734	1
1193	7736	2
1193	7737	2
1193	7740	1
1193	7741	2
1193	7818	1
1193	7837	1
1193	7843	2
1193	7855	3
1193	7856	3
1193	7866	1
1193	7867	1
1193	7871	1
1193	7881	4
1193	7898	1
1193	7902	1
1193	7903	1
1193	8244	1
1193	8328	4
1193	8342	2
1193	8354	1
1193	8391	1
1193	8392	2
1193	8393	1
1193	8428	1
1193	8440	1
1193	8590	1
1193	8591	1
1193	8606	1
1193	8744	1
1193	8791	1
1193	8797	2
1193	8798	4
1193	8870	1
1193	8893	1
1193	8917	1
1193	8918	1
1193	8922	1
1193	8947	1
1193	8955	2
1193	9008	11
1193	9013	1
1193	9049	1
1193	9071	1
1193	9102	1
1193	9167	1
1193	9199	1
1193	9301	1
1193	9312	1
1193	9435	1
1193	9518	1
1193	9522	1
1193	9654	1
1193	9660	4
1193	9715	3
1193	9798	1
1193	9818	2
1193	9838	1
1193	9855	1
1193	9955	1
1193	10044	1
1193	10062	1
1193	10122	1
1193	10154	1
1193	10167	1
1193	10181	1
1193	10217	1
1193	10239	3
1193	10278	1
1193	10298	1
1193	10307	1
1193	10370	3
1194	220	1
1194	222	1
1194	268	1
1194	279	1
1194	339	2
1194	558	10
1194	568	1
1194	623	1
1194	681	3
1194	1047	1
1194	1125	1
1194	1227	1
1194	1314	1
1194	1328	1
1194	1337	1
1194	1355	1
1194	1911	1
1194	2008	1
1194	2103	1
1194	2440	1
1194	2458	3
1194	2459	1
1194	2633	1
1194	2706	1
1194	2853	1
1194	3318	1
1194	3417	1
1194	3667	1
1194	3670	1
1194	3673	1
1194	3799	1
1194	3833	1
1194	3947	4
1194	4188	1
1194	4391	1
1194	4544	2
1194	4606	1
1194	4914	1
1194	4915	2
1194	5049	1
1194	5065	1
1194	5551	1
1194	5682	1
1194	5716	1
1194	5861	1
1194	5957	1
1194	5972	1
1194	6027	1
1194	6050	1
1194	6130	1
1194	6286	3
1194	6360	1
1194	6423	1
1194	6475	1
1194	6531	1
1194	6653	1
1194	6655	1
1194	6662	1
1194	6686	1
1194	6688	1
1194	6749	1
1194	6853	1
1194	6931	1
1194	6932	2
1194	6982	1
1194	7194	1
1194	7225	1
1194	7253	1
1194	7436	2
1194	7609	1
1194	7615	1
1194	7639	1
1194	7838	1
1194	7848	1
1194	8095	1
1194	8384	2
1194	8385	2
1194	8433	1
1194	8761	1
1194	8777	1
1194	8790	9
1194	8948	1
1194	9116	1
1194	9123	1
1194	9475	1
1194	9496	1
1194	9563	1
1194	9564	2
1194	9581	1
1194	9585	1
1194	10021	1
1194	10298	1
1194	10365	1
1194	10372	2
1194	10373	1
1194	10403	1
1194	10442	3
1195	17	1
1195	139	1
1195	158	1
1195	188	1
1195	311	1
1195	487	1
1195	699	1
1195	702	2
1195	718	1
1195	735	4
1195	737	1
1195	752	1
1195	848	1
1195	956	1
1195	966	1
1195	984	1
1195	1233	1
1195	1353	1
1195	1459	1
1195	1460	1
1195	1493	2
1195	1706	1
1195	1712	1
1195	1714	1
1195	1825	2
1195	1857	1
1195	1879	6
1195	1882	2
1195	1893	1
1195	1905	1
1195	1920	1
1195	2251	7
1195	2374	1
1195	2408	2
1195	2410	6
1195	2488	1
1195	2680	1
1195	2686	1
1195	2804	4
1195	2854	2
1195	2860	1
1195	3109	1
1195	3186	2
1195	3196	1
1195	3198	2
1195	3200	1
1195	3316	1
1195	3518	1
1195	3651	1
1195	3690	2
1195	3830	1
1195	3911	1
1195	3932	1
1195	4015	1
1195	4065	1
1195	4095	1
1195	4296	1
1195	4306	1
1195	4445	1
1195	4549	1
1195	4892	1
1195	5051	2
1195	5111	2
1195	5112	1
1195	5113	1
1195	5190	1
1195	5317	3
1195	5326	1
1195	5364	1
1195	5380	2
1195	5577	1
1195	5875	1
1195	6286	1
1195	6412	1
1195	6517	1
1195	6534	1
1195	6559	2
1195	6644	1
1195	6757	1
1195	6759	1
1195	6794	1
1195	6870	1
1195	7109	1
1195	7115	1
1195	7217	1
1195	7311	1
1195	7433	1
1195	7501	1
1195	7552	1
1195	7715	1
1195	7866	1
1195	7867	1
1195	8028	1
1195	8029	1
1195	8118	1
1195	8151	1
1195	8155	3
1195	8156	1
1195	8206	1
1195	8342	1
1195	8412	1
1195	8458	2
1195	8952	4
1195	8995	1
1195	9141	2
1195	9143	1
1195	9157	1
1195	9161	1
1195	9209	1
1195	9312	1
1195	9518	1
1195	9563	1
1195	9581	2
1195	9582	1
1195	9702	1
1195	9734	1
1195	9858	1
1195	10042	1
1195	10046	3
1195	10079	1
1195	10405	1
1195	10429	1
1196	207	1
1196	383	1
1196	528	1
1196	529	2
1196	530	2
1196	654	1
1196	702	1
1196	744	3
1196	746	2
1196	779	1
1196	888	1
1196	1014	1
1196	1055	1
1196	1299	1
1196	1402	1
1196	1610	1
1196	1706	1
1196	2446	1
1196	2466	1
1196	2840	1
1196	3050	1
1196	3329	1
1196	3645	1
1196	3688	1
1196	3715	1
1196	3730	1
1196	3830	1
1196	3836	1
1196	4440	1
1196	4490	1
1196	4543	1
1196	4797	2
1196	4888	1
1196	5232	1
1196	5977	1
1196	6020	1
1196	6188	1
1196	6244	1
1196	6292	1
1196	6394	1
1196	6482	2
1196	6517	1
1196	6768	1
1196	7133	1
1196	7708	1
1196	7854	1
1196	7890	1
1196	8118	1
1196	8405	1
1196	8763	1
1196	8805	1
1196	9353	1
1196	9447	1
1196	9511	2
1196	9588	1
1196	10081	1
1196	10173	1
1196	10236	2
1197	45	1
1197	65	2
1197	218	5
1197	228	1
1197	339	2
1197	340	1
1197	355	2
1197	356	1
1197	399	1
1197	510	1
1197	705	2
1197	706	1
1197	707	1
1197	824	1
1197	848	1
1197	855	1
1197	941	1
1197	942	1
1197	956	1
1197	977	1
1197	982	17
1197	1014	1
1197	1166	1
1197	1218	2
1197	1264	1
1197	1314	1
1197	1315	1
1197	1365	2
1197	1416	1
1197	1450	2
1197	1580	2
1197	1892	2
1197	2035	1
1197	2114	2
1197	2132	1
1197	2193	4
1197	2217	1
1197	2294	1
1197	2310	1
1197	2432	1
1197	2728	1
1197	2987	2
1197	3050	1
1197	3056	8
1197	3149	1
1197	3150	1
1197	3195	1
1197	3212	2
1197	3422	1
1197	3429	1
1197	3699	3
1197	3853	1
1197	3943	1
1197	3998	3
1197	4050	1
1197	4062	12
1197	4063	2
1197	4081	2
1197	4250	1
1197	4377	1
1197	4418	1
1197	4569	2
1197	4694	1
1197	4703	1
1197	4713	2
1197	4717	1
1197	4761	2
1197	4762	1
1197	4881	1
1197	4891	1
1197	4976	1
1197	5104	2
1197	5133	1
1197	5188	1
1197	5292	3
1197	5452	2
1197	5591	1
1197	5742	2
1197	5957	2
1197	6069	1
1197	6073	2
1197	6121	3
1197	6215	1
1197	6279	1
1197	6286	1
1197	6320	1
1197	6360	4
1197	6394	1
1197	6464	1
1197	6528	1
1197	6635	3
1197	6838	13
1197	6846	2
1197	6921	1
1197	6982	1
1197	7165	1
1197	7221	2
1197	7282	1
1197	7299	1
1197	7384	1
1197	7467	9
1197	7468	2
1197	7658	5
1197	7838	2
1197	7912	1
1197	7946	1
1197	7965	2
1197	7976	4
1197	8044	1
1197	8109	1
1197	8118	6
1197	8208	6
1197	8221	1
1197	8331	6
1197	8335	5
1197	8354	2
1197	8480	4
1197	8574	1
1197	8656	2
1197	8702	1
1197	9008	1
1197	9071	3
1197	9072	2
1197	9115	2
1197	9214	1
1197	9224	1
1197	9297	1
1197	9357	1
1197	9474	1
1197	9518	1
1197	9748	1
1197	9769	1
1197	9770	2
1197	9907	1
1197	10015	1
1197	10016	1
1197	10114	2
1197	10144	1
1197	10236	1
1197	10259	1
1197	10375	1
1197	10423	10
1197	10429	1
1197	10442	1
1198	144	1
1198	193	1
1198	212	1
1198	288	1
1198	326	2
1198	663	1
1198	667	1
1198	688	1
1198	725	1
1198	732	2
1198	848	1
1198	914	1
1198	967	1
1198	1055	1
1198	1087	1
1198	1554	1
1198	1595	1
1198	1667	2
1198	1679	1
1198	1746	1
1198	1883	1
1198	1892	1
1198	1992	1
1198	2034	1
1198	2041	1
1198	2055	1
1198	2151	2
1198	2305	1
1198	2357	5
1198	2438	1
1198	2444	2
1198	2466	3
1198	2523	1
1198	2588	1
1198	2784	1
1198	2807	1
1198	3021	1
1198	3050	1
1198	3068	1
1198	3146	1
1198	3533	2
1198	3546	2
1198	3616	1
1198	3715	4
1198	3817	1
1198	3830	3
1198	3836	1
1198	4028	1
1198	4139	1
1198	4206	1
1198	4211	3
1198	4514	1
1198	4597	1
1198	4606	5
1198	4642	1
1198	4700	1
1198	4740	1
1198	4892	2
1198	5011	1
1198	5038	1
1198	5111	1
1198	5174	2
1198	5213	1
1198	5300	1
1198	5327	1
1198	5329	1
1198	5336	1
1198	5440	2
1198	5610	7
1198	5857	1
1198	5862	4
1198	5943	1
1198	5974	1
1198	6088	1
1198	6109	1
1198	6143	1
1198	6144	2
1198	6157	3
1198	6160	1
1198	6161	2
1198	6377	1
1198	6456	1
1198	6825	1
1198	6826	1
1198	7005	1
1198	7149	1
1198	7247	2
1198	7356	1
1198	7811	1
1198	7841	1
1198	7965	2
1198	8048	1
1198	8052	2
1198	8200	1
1198	8407	1
1198	8409	2
1198	8418	1
1198	8559	2
1198	8684	2
1198	8695	1
1198	8725	1
1198	8777	1
1198	8788	1
1198	8998	1
1198	9443	1
1198	9456	3
1198	9459	1
1198	9563	1
1198	9585	1
1198	9641	1
1198	9734	2
1198	10026	1
1198	10236	1
1198	10289	2
1199	3	1
1199	182	1
1199	200	1
1199	455	1
1199	509	1
1199	698	5
1199	961	1
1199	1303	1
1199	1416	1
1199	1641	1
1199	1784	2
1199	1811	1
1199	1812	1
1199	1905	2
1199	1982	1
1199	2271	1
1199	2273	1
1199	2274	1
1199	2303	1
1199	2408	1
1199	2921	1
1199	2985	1
1199	3337	2
1199	3347	1
1199	3475	1
1199	3607	1
1199	3688	1
1199	3715	1
1199	3750	2
1199	3949	1
1199	3954	1
1199	4065	1
1199	4090	2
1199	4357	1
1199	4485	1
1199	4490	5
1199	4544	2
1199	4548	1
1199	4606	3
1199	4616	1
1199	4639	2
1199	4761	1
1199	4798	1
1199	4816	1
1199	4887	1
1199	5112	1
1199	5212	1
1199	5296	2
1199	5548	1
1199	5660	1
1199	5662	1
1199	5829	1
1199	5966	2
1199	5969	1
1199	5973	1
1199	6131	1
1199	6137	1
1199	6156	1
1199	6315	1
1199	6377	1
1199	6494	1
1199	6789	1
1199	6953	1
1199	6961	1
1199	7114	1
1199	7153	1
1199	7263	1
1199	7804	1
1199	7838	1
1199	7890	1
1199	8028	2
1199	8065	1
1199	8159	1
1199	8431	1
1199	8464	2
1199	8493	1
1199	8519	1
1199	8590	1
1199	8641	3
1199	8650	1
1199	8726	1
1199	8793	1
1199	8801	1
1199	8805	2
1199	9049	1
1199	9079	1
1199	9181	1
1199	9210	1
1199	9452	1
1199	9486	1
1199	9487	1
1199	9507	1
1199	9518	2
1199	9640	3
1199	9641	2
1199	9818	1
1199	9868	1
1199	10142	1
1199	10158	1
1199	10206	1
1199	10236	4
1199	10311	1
1199	10365	1
1200	199	1
1200	310	1
1200	449	1
1200	650	1
1200	688	1
1200	698	2
1200	766	2
1200	810	1
1200	903	1
1200	1402	1
1200	1911	1
1200	2124	1
1200	2238	1
1200	3415	1
1200	3683	1
1200	3798	1
1200	4129	1
1200	4175	1
1200	4356	1
1200	4377	1
1200	4486	1
1200	4599	1
1200	4833	1
1200	4912	1
1200	4948	2
1200	4949	3
1200	5239	1
1200	5292	1
1200	5353	1
1200	5364	1
1200	5715	1
1200	5870	1
1200	5974	1
1200	6478	1
1200	6694	2
1200	7104	3
1200	7116	1
1200	7194	1
1200	7232	1
1200	7966	1
1200	8055	1
1200	8188	1
1200	8651	1
1200	8818	1
1200	8872	1
1200	9017	1
1200	9044	1
1200	9346	1
1200	9507	1
1200	9511	1
1200	9539	1
1200	10091	1
1200	10094	1
1200	10239	1
1200	10263	1
1200	10365	1
1200	10368	1
1200	10370	1
1201	230	1
1201	427	1
1201	559	1
1201	748	23
1201	877	23
1201	1164	1
1201	1314	1
1201	1423	24
1201	1537	1
1201	1643	1
1201	1660	1
1201	2090	1
1201	3097	1
1201	3401	1
1201	3560	1
1201	3699	1
1201	4067	1
1201	4354	1
1201	4358	1
1201	4360	1
1201	6401	1
1201	6403	1
1201	6406	4
1201	6775	1
1201	7065	1
1201	7591	1
1201	8284	2
1201	8286	1
1201	8589	1
1201	8830	1
1201	9029	1
1201	9231	1
1201	9704	1
1201	10051	1
1201	10453	1
1202	218	1
1202	260	1
1202	525	1
1202	897	1
1202	979	1
1202	1351	1
1202	1428	1
1202	1438	1
1202	1639	1
1202	1640	2
1202	1909	1
1202	2080	2
1202	2124	1
1202	2185	1
1202	2221	3
1202	2480	1
1202	2544	1
1202	2566	1
1202	2981	1
1202	3525	1
1202	3541	1
1202	3548	1
1202	3603	1
1202	3778	1
1202	4017	1
1202	4073	1
1202	4175	1
1202	4181	1
1202	4280	1
1202	4761	1
1202	5284	1
1202	5287	2
1202	5765	1
1202	5834	1
1202	5957	8
1202	6003	1
1202	6210	1
1202	6360	1
1202	6559	1
1202	6853	1
1202	6869	2
1202	6938	1
1202	7130	2
1202	7132	7
1202	7194	1
1202	7226	1
1202	7272	1
1202	7274	1
1202	7286	1
1202	7315	1
1202	7527	1
1202	7562	1
1202	8910	1
1202	8959	1
1202	9463	1
1202	9601	1
1202	9830	1
1202	10044	1
1202	10085	1
1202	10196	1
1202	10239	2
1202	10243	1
1202	10423	2
1203	49	1
1203	92	2
1203	94	1
1203	96	1
1203	145	1
1203	154	1
1203	183	1
1203	220	5
1203	222	3
1203	309	2
1203	337	1
1203	464	1
1203	465	1
1203	484	1
1203	509	1
1203	665	1
1203	669	1
1203	903	1
1203	1232	1
1203	1261	1
1203	1423	1
1203	1460	1
1203	1580	1
1203	1597	1
1203	1637	7
1203	1703	5
1203	1706	1
1203	1904	3
1203	2036	1
1203	2066	2
1203	2096	1
1203	2100	1
1203	2195	1
1203	2213	1
1203	2221	2
1203	2251	2
1203	2410	2
1203	2444	1
1203	2446	1
1203	2472	1
1203	2489	1
1203	2503	1
1203	2548	1
1203	2585	1
1203	2596	1
1203	2599	2
1203	2600	1
1203	2646	1
1203	2763	2
1203	2804	1
1203	2860	1
1203	2864	1
1203	2875	1
1203	2893	2
1203	2921	1
1203	3045	1
1203	3063	1
1203	3065	1
1203	3121	1
1203	3206	1
1203	3209	1
1203	3212	1
1203	3314	1
1203	3352	1
1203	3499	3
1203	3500	1
1203	3502	1
1203	3505	1
1203	3518	3
1203	3596	2
1203	3652	1
1203	3699	1
1203	3715	3
1203	3885	1
1203	3932	1
1203	4028	1
1203	4065	1
1203	4097	1
1203	4098	3
1203	4101	1
1203	4128	1
1203	4145	1
1203	4175	5
1203	4274	6
1203	4291	1
1203	4317	1
1203	4346	1
1203	4376	5
1203	4485	4
1203	4490	3
1203	4511	2
1203	4549	5
1203	4636	2
1203	4639	2
1203	4703	1
1203	4728	1
1203	4786	1
1203	4939	1
1203	4975	1
1203	4990	1
1203	5004	1
1203	5088	1
1203	5104	1
1203	5113	3
1203	5292	1
1203	5322	1
1203	5325	3
1203	5326	1
1203	5465	1
1203	5505	2
1203	5510	1
1203	5525	3
1203	5633	1
1203	5662	1
1203	5678	1
1203	5876	1
1203	5898	1
1203	5906	1
1203	6113	1
1203	6209	1
1203	6216	1
1203	6244	1
1203	6266	1
1203	6307	1
1203	6374	1
1203	6394	1
1203	6441	1
1203	6484	2
1203	6525	1
1203	6527	1
1203	6545	1
1203	6563	1
1203	6662	1
1203	6775	1
1203	6794	4
1203	6834	1
1203	6860	4
1203	6861	1
1203	6874	1
1203	6982	1
1203	7012	1
1203	7364	1
1203	7634	1
1203	7646	1
1203	7710	1
1203	7837	3
1203	7862	1
1203	7889	2
1203	7890	3
1203	7921	1
1203	7957	3
1203	8006	1
1203	8029	3
1203	8254	1
1203	8433	1
1203	8444	3
1203	8650	1
1203	8874	1
1203	9109	1
1203	9126	1
1203	9191	1
1203	9194	1
1203	9298	1
1203	9734	1
1203	9788	1
1203	9803	1
1203	9805	2
1203	10072	1
1203	10076	1
1203	10078	1
1203	10122	1
1203	10123	1
1203	10166	1
1203	10245	1
1203	10298	1
1203	10423	1
1203	10429	2
1204	100	1
1204	101	1
1204	215	1
1204	385	2
1204	655	1
1204	669	1
1204	1030	2
1204	1350	1
1204	1351	1
1204	1527	3
1204	1701	1
1204	1710	1
1204	2251	2
1204	2720	1
1204	3033	1
1204	3212	1
1204	3238	1
1204	3450	1
1204	3596	1
1204	3621	1
1204	3652	1
1204	4079	1
1204	4343	1
1204	4358	1
1204	4377	1
1204	5256	1
1204	5324	1
1204	5670	1
1204	5732	1
1204	6045	1
1204	6225	1
1204	6227	3
1204	6286	1
1204	6459	1
1204	6537	2
1204	6716	1
1204	6748	1
1204	7131	1
1204	7523	1
1204	7867	1
1204	8029	1
1204	8221	1
1204	8257	1
1204	8339	1
1204	8361	1
1204	8998	1
1204	9089	1
1204	9145	1
1204	9230	1
1204	9255	1
1204	9297	1
1204	9539	1
1204	9654	4
1204	9675	1
1204	9676	2
1204	10167	1
1204	10236	1
1205	180	1
1205	197	1
1205	437	2
1205	449	1
1205	464	1
1205	581	1
1205	669	1
1205	870	1
1205	968	1
1205	1008	3
1205	1012	2
1205	1298	1
1205	1710	1
1205	1713	1
1205	1892	1
1205	1943	2
1205	1992	1
1205	2041	1
1205	2130	1
1205	2134	1
1205	2151	3
1205	2251	1
1205	2292	1
1205	2328	1
1205	2380	1
1205	2444	1
1205	2466	3
1205	2520	2
1205	2523	2
1205	2861	1
1205	3087	1
1205	3196	1
1205	3315	1
1205	3396	1
1205	3423	1
1205	3528	1
1205	3652	2
1205	3715	1
1205	3830	2
1205	3878	1
1205	3998	1
1205	4048	1
1205	4098	5
1205	4129	1
1205	4175	1
1205	4211	1
1205	4285	1
1205	4354	1
1205	4387	1
1205	4472	1
1205	4544	1
1205	4571	1
1205	4719	1
1205	4875	1
1205	5057	1
1205	5159	1
1205	5182	2
1205	5317	1
1205	5327	3
1205	5337	1
1205	5653	1
1205	5717	1
1205	5870	1
1205	5946	1
1205	5957	2
1205	6018	2
1205	6045	1
1205	6156	1
1205	6210	1
1205	6376	1
1205	6540	2
1205	6560	1
1205	6571	1
1205	6641	1
1205	6715	1
1205	6740	1
1205	6917	1
1205	7050	1
1205	7054	1
1205	7212	1
1205	7357	1
1205	7389	1
1205	7442	1
1205	7502	1
1205	7809	1
1205	7813	2
1205	7814	1
1205	7922	1
1205	7981	1
1205	8029	1
1205	8041	1
1205	8155	1
1205	8275	1
1205	8285	1
1205	8367	1
1205	8407	1
1205	8408	1
1205	8412	1
1205	8419	1
1205	8433	1
1205	8490	2
1205	8656	2
1205	8753	1
1205	8801	2
1205	8952	2
1205	8969	2
1205	9018	1
1205	9209	1
1205	9346	1
1205	9459	1
1205	9534	1
1205	9643	1
1205	9734	3
1205	9996	1
1205	10081	1
1205	10122	1
1205	10262	1
1205	10279	1
1205	10339	1
1205	10341	1
1205	10348	2
1206	19	1
1206	117	1
1206	136	1
1206	162	1
1206	211	1
1206	348	1
1206	403	1
1206	417	2
1206	476	1
1206	484	1
1206	547	2
1206	548	2
1206	549	1
1206	616	1
1206	665	1
1206	669	5
1206	670	1
1206	698	1
1206	729	1
1206	918	1
1206	1047	1
1206	1350	1
1206	1446	1
1206	1450	3
1206	1491	2
1206	1555	1
1206	1594	1
1206	1794	2
1206	1987	1
1206	2011	1
1206	2037	1
1206	2152	1
1206	2238	1
1206	2283	1
1206	2307	2
1206	2383	1
1206	2459	1
1206	2461	1
1206	2566	3
1206	2599	4
1206	2600	1
1206	2720	3
1206	2858	2
1206	2875	1
1206	2980	1
1206	2983	1
1206	2996	10
1206	2998	5
1206	3002	1
1206	3107	1
1206	3110	2
1206	3111	1
1206	3114	1
1206	3121	1
1206	3189	1
1206	3206	2
1206	3211	1
1206	3228	1
1206	3254	1
1206	3423	1
1206	3478	1
1206	3488	1
1206	3501	1
1206	3596	4
1206	3647	1
1206	3668	1
1206	3677	1
1206	3679	2
1206	3699	2
1206	3765	1
1206	3918	1
1206	3998	3
1206	4028	2
1206	4065	1
1206	4072	1
1206	4175	1
1206	4211	1
1206	4264	1
1206	4346	1
1206	4361	1
1206	4417	1
1206	4543	1
1206	4606	1
1206	4616	1
1206	4618	1
1206	4634	1
1206	4637	2
1206	4921	1
1206	4968	2
1206	5000	3
1206	5034	4
1206	5113	4
1206	5292	2
1206	5317	3
1206	5322	2
1206	5414	2
1206	5435	2
1206	5525	1
1206	5660	1
1206	5731	1
1206	5742	1
1206	5789	1
1206	5853	1
1206	5898	1
1206	5994	1
1206	6024	1
1206	6120	1
1206	6210	1
1206	6248	1
1206	6286	5
1206	6470	2
1206	6478	1
1206	6482	1
1206	6484	3
1206	6531	1
1206	6594	1
1206	6602	1
1206	6680	1
1206	6834	1
1206	6845	1
1206	6862	1
1206	6886	2
1206	6922	1
1206	6961	1
1206	6971	1
1206	7004	1
1206	7039	1
1206	7054	1
1206	7098	1
1206	7113	3
1206	7116	1
1206	7220	1
1206	7221	1
1206	7247	1
1206	7262	2
1206	7305	2
1206	7307	2
1206	7353	1
1206	7355	1
1206	7394	1
1206	7406	1
1206	7449	1
1206	7607	1
1206	7639	2
1206	7646	1
1206	7664	1
1206	7677	1
1206	7719	1
1206	7807	1
1206	7907	1
1206	7945	1
1206	8035	1
1206	8221	3
1206	8259	4
1206	8284	1
1206	8285	1
1206	8386	1
1206	8431	2
1206	8608	1
1206	8718	1
1206	8753	1
1206	8827	1
1206	8835	1
1206	8952	1
1206	8982	1
1206	9020	1
1206	9045	1
1206	9065	1
1206	9087	2
1206	9122	1
1206	9198	1
1206	9312	1
1206	9365	1
1206	9409	1
1206	9441	1
1206	9448	1
1206	9486	1
1206	9489	1
1206	9494	2
1206	9496	1
1206	9539	1
1206	9563	2
1206	9638	1
1206	9782	1
1206	9964	7
1206	10239	2
1206	10298	1
1206	10357	1
1206	10365	1
1206	10423	1
1206	10448	1
1207	230	1
1207	391	1
1207	491	2
1207	581	1
1207	639	1
1207	688	1
1207	718	1
1207	752	1
1207	766	1
1207	799	1
1207	810	1
1207	848	1
1207	982	3
1207	1031	2
1207	1033	1
1207	1034	1
1207	1112	1
1207	1148	1
1207	1211	1
1207	1462	1
1207	1507	1
1207	1712	1
1207	1714	1
1207	1737	2
1207	1876	1
1207	1968	1
1207	2080	1
1207	2125	1
1207	2221	1
1207	2237	1
1207	2294	1
1207	2334	1
1207	2373	1
1207	2384	1
1207	2444	1
1207	2475	1
1207	2513	1
1207	2543	1
1207	2559	1
1207	2603	1
1207	2606	1
1207	2653	1
1207	2677	1
1207	2750	1
1207	2788	1
1207	2962	1
1207	3068	2
1207	3081	6
1207	3087	5
1207	3133	1
1207	3173	3
1207	3215	1
1207	3216	1
1207	3263	1
1207	3309	1
1207	3321	1
1207	3430	1
1207	3462	2
1207	3670	1
1207	3759	1
1207	3777	1
1207	3787	1
1207	3830	1
1207	3897	1
1207	3924	1
1207	3936	1
1207	4144	1
1207	4214	1
1207	4250	1
1207	4298	1
1207	4346	1
1207	4467	1
1207	4514	1
1207	4599	1
1207	4680	1
1207	4717	1
1207	4740	1
1207	4743	1
1207	4746	1
1207	4758	1
1207	4911	1
1207	4912	2
1207	4942	1
1207	4948	7
1207	4949	9
1207	4951	4
1207	4979	1
1207	5239	3
1207	5283	1
1207	5292	2
1207	5411	1
1207	5504	1
1207	5519	2
1207	5633	1
1207	5898	1
1207	5928	2
1207	6050	1
1207	6210	1
1207	6252	1
1207	6286	2
1207	6294	4
1207	6311	1
1207	6358	1
1207	6490	3
1207	6607	1
1207	6619	1
1207	6799	1
1207	6800	1
1207	6952	1
1207	7109	1
1207	7186	1
1207	7194	1
1207	7567	1
1207	7838	2
1207	7900	1
1207	7910	1
1207	8188	2
1207	8222	1
1207	8248	2
1207	8312	1
1207	8331	1
1207	8355	1
1207	8452	1
1207	8528	1
1207	8554	1
1207	8558	1
1207	8590	1
1207	8608	1
1207	8798	1
1207	8847	1
1207	9021	1
1207	9039	1
1207	9171	1
1207	9197	2
1207	9231	2
1207	9404	1
1207	9442	1
1207	9518	1
1207	9563	1
1207	9581	1
1207	9620	2
1207	9654	1
1207	9761	1
1207	9799	1
1207	9841	1
1207	9847	1
1207	10049	1
1207	10132	1
1207	10168	2
1207	10218	1
1207	10224	1
1207	10243	1
1207	10262	1
1207	10351	1
1207	10423	3
1208	228	1
1208	752	1
1208	804	2
1208	885	1
1208	968	3
1208	1208	1
1208	1275	2
1208	1328	1
1208	1379	1
1208	1530	1
1208	1579	1
1208	1760	2
1208	1857	1
1208	1915	1
1208	2213	1
1208	2249	1
1208	2372	1
1208	2444	2
1208	2459	3
1208	2903	8
1208	2904	1
1208	3031	1
1208	3050	2
1208	3141	3
1208	3310	1
1208	3332	1
1208	3382	1
1208	3430	1
1208	3524	1
1208	3583	1
1208	3596	1
1208	3715	1
1208	3719	1
1208	3791	1
1208	3797	1
1208	3856	2
