document	term	count
1933-Roosevelt	wars	1
1933-Roosevelt	bitter	1
1961-Kennedy	bitter	1
1933-Roosevelt	internal	1
1933-Roosevelt	hoped	1
1933-Roosevelt	normal	2
1933-Roosevelt	legislative	1
1933-Roosevelt	unprecedented	2
1933-Roosevelt	undelayed	1
1933-Roosevelt	temporary	1
1933-Roosevelt	departure	1
1933-Roosevelt	procedure	1
1933-Roosevelt	prepared	1
1933-Roosevelt	recommend	1
1933-Roosevelt	midst	1
1933-Roosevelt	bring	1
1961-Kennedy	bring	2
1933-Roosevelt	speedy	1
1933-Roosevelt	adoption	1
1933-Roosevelt	event	2
1933-Roosevelt	fail	1
1933-Roosevelt	courses	1
1933-Roosevelt	evade	1
1933-Roosevelt	confront	1
1933-Roosevelt	ask	2
1961-Kennedy	ask	5
1933-Roosevelt	remaining	1
1933-Roosevelt	crisis	1
1933-Roosevelt	wage	1
1933-Roosevelt	invaded	1
1933-Roosevelt	foe	1
1961-Kennedy	foe	2
1933-Roosevelt	reposed	1
1933-Roosevelt	courage	2
1933-Roosevelt	devotion	1
1961-Kennedy	devotion	1
1933-Roosevelt	befit	1
1933-Roosevelt	arduous	1
1933-Roosevelt	warm	1
1933-Roosevelt	consciousness	1
1933-Roosevelt	seeking	1
1933-Roosevelt	precious	1
1933-Roosevelt	clean	1
1933-Roosevelt	satisfaction	1
1933-Roosevelt	stern	1
1933-Roosevelt	young	1
1961-Kennedy	young	1
1933-Roosevelt	alike	1
1961-Kennedy	alike	1
1933-Roosevelt	aim	1
1933-Roosevelt	rounded	1
1933-Roosevelt	distrust	1
1933-Roosevelt	future	1
1933-Roosevelt	democracy	1
1933-Roosevelt	mandate	1
1933-Roosevelt	want	1
1933-Roosevelt	vigorous	1
1933-Roosevelt	asked	1
1933-Roosevelt	direction	1
1933-Roosevelt	wishes	1
1961-Kennedy	wishes	1
1933-Roosevelt	gift	1
1933-Roosevelt	dedication	1
1933-Roosevelt	humbly	1
1933-Roosevelt	blessing	1
1961-Kennedy	blessing	1
1933-Roosevelt	guide	1
1961-Kennedy	vice	2
1961-Kennedy	johnson	1
1961-Kennedy	mr	2
1961-Kennedy	speaker	1
1961-Kennedy	eisenhower	1
1961-Kennedy	nixon	1
1961-Kennedy	truman	1
1961-Kennedy	reverend	1
1961-Kennedy	clergy	1
1961-Kennedy	observe	1
1961-Kennedy	celebration	1
1961-Kennedy	freedom	4
1961-Kennedy	symbolizing	1
1961-Kennedy	beginning	1
1961-Kennedy	signifying	1
1961-Kennedy	renewal	1
1961-Kennedy	sworn	1
1961-Kennedy	forebears	2
1961-Kennedy	l	1
1961-Kennedy	century	2
1961-Kennedy	three	1
1961-Kennedy	quarters	1
1961-Kennedy	ago	1
1961-Kennedy	holds	1
1961-Kennedy	mortal	1
1961-Kennedy	abolish	1
1961-Kennedy	poverty	3
1961-Kennedy	beliefs	1
1961-Kennedy	fought	1
1961-Kennedy	around	2
1961-Kennedy	globe	3
1961-Kennedy	generosity	1
1961-Kennedy	dare	3
1961-Kennedy	heirs	1
1961-Kennedy	forth	2
1961-Kennedy	friend	2
1961-Kennedy	torch	1
1961-Kennedy	born	1
1961-Kennedy	tempered	1
1961-Kennedy	hard	1
1961-Kennedy	proud	1
1961-Kennedy	heritage	1
1961-Kennedy	unwilling	1
1961-Kennedy	witness	1
1961-Kennedy	permit	1
1961-Kennedy	slow	1
1961-Kennedy	undoing	1
1961-Kennedy	committed	2
1961-Kennedy	ill	1
1961-Kennedy	price	1
1961-Kennedy	bear	3
1961-Kennedy	burden	2
1961-Kennedy	hardship	1
1961-Kennedy	assure	2
1961-Kennedy	survival	1
1961-Kennedy	allies	1
1961-Kennedy	cultural	1
1961-Kennedy	spiritual	1
1961-Kennedy	origins	1
1961-Kennedy	share	1
1961-Kennedy	loyalty	2
1961-Kennedy	cooperative	1
1961-Kennedy	ventures	1
1961-Kennedy	divided	1
1961-Kennedy	powerful	2
1961-Kennedy	challenge	1
1961-Kennedy	odds	1
1961-Kennedy	split	1
1961-Kennedy	asunder	1
1961-Kennedy	welcome	2
1961-Kennedy	ranks	1
1961-Kennedy	colonial	1
1961-Kennedy	away	1
1961-Kennedy	replaced	1
1961-Kennedy	iron	1
1961-Kennedy	tyranny	2
1961-Kennedy	supporting	2
1961-Kennedy	strongly	1
1961-Kennedy	remember	1
1961-Kennedy	past	1
1961-Kennedy	foolishly	1
1961-Kennedy	sought	1
1961-Kennedy	riding	1
1961-Kennedy	back	2
1961-Kennedy	tiger	1
1961-Kennedy	ended	1
1961-Kennedy	inside	1
1961-Kennedy	peoples	1
1961-Kennedy	huts	1
1961-Kennedy	villages	1
1961-Kennedy	across	1
1961-Kennedy	struggling	1
1961-Kennedy	mass	1
1961-Kennedy	misery	1
1961-Kennedy	help	4
1961-Kennedy	required	1
1961-Kennedy	communists	1
1961-Kennedy	votes	1
1961-Kennedy	society	1
1961-Kennedy	poor	1
1961-Kennedy	save	1
1961-Kennedy	rich	1
1961-Kennedy	sister	1
1961-Kennedy	republics	1
1961-Kennedy	border	1
1961-Kennedy	words	1
1961-Kennedy	deeds	2
1961-Kennedy	alliance	2
1961-Kennedy	assist	1
1961-Kennedy	casting	1
1961-Kennedy	off	1
1961-Kennedy	chains	1
1961-Kennedy	prey	1
1961-Kennedy	powers	2
1961-Kennedy	join	3
1961-Kennedy	aggression	1
1961-Kennedy	subversion	1
1961-Kennedy	americas	1
1961-Kennedy	hemisphere	1
1961-Kennedy	intends	1
1961-Kennedy	master	1
1961-Kennedy	assembly	1
1961-Kennedy	last	1
1961-Kennedy	age	1
1961-Kennedy	instruments	2
1961-Kennedy	outpaced	1
1961-Kennedy	renew	1
1961-Kennedy	becoming	1
1961-Kennedy	forum	1
1961-Kennedy	invective	1
1961-Kennedy	strengthen	1
1961-Kennedy	shield	1
1961-Kennedy	weak	2
1961-Kennedy	enlarge	1
1961-Kennedy	area	1
1961-Kennedy	writ	1
1961-Kennedy	run	1
1961-Kennedy	adversary	1
1961-Kennedy	request	1
1961-Kennedy	begin	3
1961-Kennedy	anew	2
1961-Kennedy	quest	1
1961-Kennedy	unleashed	1
1961-Kennedy	science	2
1961-Kennedy	engulf	1
1961-Kennedy	humanity	1
1961-Kennedy	planned	1
1961-Kennedy	accidental	1
1961-Kennedy	self-destruction	1
1961-Kennedy	tempt	1
1961-Kennedy	weakness	2
1961-Kennedy	arms	4
1961-Kennedy	sufficient	1
1961-Kennedy	doubt	2
1961-Kennedy	employed	1
1961-Kennedy	groups	1
1961-Kennedy	comfort	1
1961-Kennedy	overburdened	1
1961-Kennedy	weapons	1
1961-Kennedy	rightly	1
1961-Kennedy	alarmed	1
1961-Kennedy	steady	1
1961-Kennedy	spread	1
1961-Kennedy	deadly	1
1961-Kennedy	atom	1
1961-Kennedy	racing	1
1961-Kennedy	alter	1
1961-Kennedy	uncertain	1
1961-Kennedy	stays	1
1961-Kennedy	final	3
1961-Kennedy	remembering	1
1961-Kennedy	civility	1
1961-Kennedy	sign	1
1961-Kennedy	sincerity	1
1961-Kennedy	proof	1
1961-Kennedy	negotiate	2
1961-Kennedy	explore	2
1961-Kennedy	unite	2
1961-Kennedy	belaboring	1
1961-Kennedy	formulate	1
1961-Kennedy	precise	1
1961-Kennedy	proposals	1
1961-Kennedy	absolute	2
1961-Kennedy	invoke	1
1961-Kennedy	wonders	1
1961-Kennedy	terrors	1
1961-Kennedy	together	2
1961-Kennedy	stars	1
1961-Kennedy	conquer	1
1961-Kennedy	deserts	1
1961-Kennedy	eradicate	1
1961-Kennedy	disease	2
1961-Kennedy	tap	1
1961-Kennedy	ocean	1
1961-Kennedy	depths	1
1961-Kennedy	encourage	1
1961-Kennedy	arts	1
1961-Kennedy	commerce	1
1961-Kennedy	heed	1
1961-Kennedy	corners	1
1961-Kennedy	earth	2
1961-Kennedy	command	1
1961-Kennedy	isaiah	1
1961-Kennedy	undo	1
1961-Kennedy	heavy	1
1961-Kennedy	burdens	1
1961-Kennedy	oppressed	1
1961-Kennedy	beachhead	1
1961-Kennedy	cooperation	1
1961-Kennedy	push	1
1961-Kennedy	jungle	1
1961-Kennedy	suspicion	1
1961-Kennedy	creating	1
1961-Kennedy	strong	1
1961-Kennedy	just	1
1961-Kennedy	secure	1
1961-Kennedy	preserved	1
1961-Kennedy	finished	2
1961-Kennedy	100	1
1961-Kennedy	1,000	1
1961-Kennedy	even	1
1961-Kennedy	lifetime	1
1961-Kennedy	planet	1
1961-Kennedy	rest	1
1961-Kennedy	founded	1
1961-Kennedy	summoned	1
1961-Kennedy	testimony	1
1961-Kennedy	graves	1
1961-Kennedy	answered	1
1961-Kennedy	surround	1
1961-Kennedy	trumpet	1
1961-Kennedy	summons	1
1961-Kennedy	battle	1
1961-Kennedy	embattled	1
1961-Kennedy	long	2
1961-Kennedy	twilight	1
1961-Kennedy	struggle	2
1961-Kennedy	rejoicing	1
1961-Kennedy	tribulation	1
1961-Kennedy	forge	1
1961-Kennedy	grand	1
1961-Kennedy	global	1
1961-Kennedy	east	1
1961-Kennedy	west	1
1961-Kennedy	fruitful	1
1961-Kennedy	mankind	1
1961-Kennedy	historic	1
1961-Kennedy	generations	1
1961-Kennedy	granted	1
1961-Kennedy	role	1
1961-Kennedy	defending	1
1961-Kennedy	maximum	1
1961-Kennedy	danger	1
1961-Kennedy	responsibility	1
1961-Kennedy	energy	1
1961-Kennedy	light	2
1961-Kennedy	serve	1
1961-Kennedy	glow	1
1961-Kennedy	fire	1
1961-Kennedy	truly	2
1961-Kennedy	america	2
1961-Kennedy	strength	1
1961-Kennedy	conscience	1
1961-Kennedy	sure	1
1961-Kennedy	reward	1
1961-Kennedy	judge	1
1961-Kennedy	lead	1
1961-Kennedy	asking	1
1961-Kennedy	knowing	1
1961-Kennedy	god's	1
